positive  	{'Negative Emotion': 0, 'Positive Emotion': 16.666666666666668, 'liwc:positive': 1, 'UNI_an': 0.05555555555555555, 'UNI_excellent': 0.05555555555555555, 'UNI_restaurant': 0.05555555555555555, 'UNI_the': 0.05555555555555555, 'UNI_food': 0.05555555555555555, 'UNI_wonderful': 0.05555555555555555, 'UNI_service': 0.05555555555555555, 'UNI_friendly': 0.05555555555555555, 'UNI_attentive': 0.05555555555555555, 'UNI_atmosphere': 0.05555555555555555, 'UNI_warm': 0.05555555555555555, 'UNI_homey': 0.05555555555555555, 'UNI_it': 0.05555555555555555, 'UNI_best': 0.05555555555555555, 'UNI_valentine': 0.05555555555555555, 'UNI_dinner': 0.05555555555555555, 'UNI_i': 0.05555555555555555, 'UNI_ever': 0.05555555555555555}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 8.0, 'liwc:positive': 1, 'UNI_we': 0.013333333333333334, 'UNI_dine': 0.013333333333333334, 'UNI_weekly': 0.013333333333333334, 'UNI_this': 0.013333333333333334, 'UNI_opinion': 0.013333333333333334, 'UNI_best': 0.013333333333333334, 'UNI_italian': 0.02666666666666667, 'UNI_restaurant': 0.02666666666666667, 'UNI_city': 0.013333333333333334, 'UNI_the': 0.08, 'UNI_southern': 0.013333333333333334, 'UNI_cuisine': 0.013333333333333334, 'UNI_cooked': 0.013333333333333334, 'UNI_carefully': 0.013333333333333334, 'UNI_consistantly': 0.013333333333333334, 'UNI_every': 0.02666666666666667, 'UNI_time': 0.013333333333333334, 'UNI_i': 0.013333333333333334, 'UNI_gravy': 0.04, 'UNI_wonderful': 0.013333333333333334, 'UNI_picky': 0.013333333333333334, 'UNI_good': 0.013333333333333334, 'UNI_us': 0.013333333333333334, 'UNI_return': 0.013333333333333334, 'UNI_they': 0.02666666666666667, 'UNI_lobster': 0.013333333333333334, 'UNI_special': 0.013333333333333334, 'UNI_wednesday': 0.013333333333333334, 'UNI_it': 0.013333333333333334, 'UNI_huge': 0.013333333333333334, 'UNI_tail': 0.013333333333333334, 'UNI_prepared': 0.013333333333333334, 'UNI_perfection': 0.013333333333333334, 'UNI_meals': 0.013333333333333334, 'UNI_come': 0.013333333333333334, 'UNI_soup': 0.013333333333333334, 'UNI_salad': 0.013333333333333334, 'UNI_bruschetta': 0.013333333333333334, 'UNI_pizza': 0.013333333333333334, 'UNI_bread': 0.013333333333333334, 'UNI_wine': 0.013333333333333334, 'UNI_list': 0.013333333333333334, 'UNI_long': 0.02666666666666667, 'UNI_expensive': 0.013333333333333334, 'UNI_moderate': 0.013333333333333334, 'UNI_choices': 0.013333333333333334, 'UNI_atmosphere': 0.013333333333333334, 'UNI_dark': 0.013333333333333334, 'UNI_relaxing': 0.013333333333333334, 'UNI_day': 0.013333333333333334, 'UNI_office': 0.013333333333333334, 'UNI_but': 0.013333333333333334, 'UNI_addition': 0.013333333333333334, 'UNI_regular': 0.013333333333333334, 'UNI_seating': 0.013333333333333334, 'UNI_alcoves': 0.013333333333333334, 'UNI_block': 0.013333333333333334, 'UNI_surrounding': 0.013333333333333334, 'UNI_noise': 0.013333333333333334, 'UNI_romantic': 0.013333333333333334, 'UNI_private': 0.013333333333333334, 'UNI_my': 0.013333333333333334, 'UNI_fav': 0.013333333333333334}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 16.666666666666668, 'liwc:positive': 1, 'UNI_from': 0.043478260869565216, 'UNI_delicious': 0.043478260869565216, 'UNI_bread/fabulous': 0.043478260869565216, 'UNI_pastries': 0.043478260869565216, 'UNI_bakery': 0.043478260869565216, 'UNI_warm': 0.043478260869565216, 'UNI_staff': 0.043478260869565216, 'UNI_pacific': 0.043478260869565216, 'UNI_way': 0.043478260869565216, 'UNI_one': 0.043478260869565216, 'UNI_best': 0.043478260869565216, 'UNI_kept': 0.043478260869565216, 'UNI_secrets': 0.043478260869565216, 'UNI_oregon': 0.043478260869565216, 'UNI_coast': 0.043478260869565216, 'UNI_i': 0.043478260869565216, 'UNI_would': 0.043478260869565216, 'UNI_recommend': 0.043478260869565216, 'UNI_cafe': 0.043478260869565216, 'UNI_anyone': 0.043478260869565216, 'UNI_looking': 0.043478260869565216, 'UNI_good': 0.043478260869565216, 'UNI_meal': 0.043478260869565216}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 16.666666666666668, 'liwc:positive': 1, 'UNI_this': 0.05555555555555555, 'UNI_really': 0.05555555555555555, 'UNI_cool': 0.05555555555555555, 'UNI_restaurant': 0.05555555555555555, 'UNI_the': 0.05555555555555555, 'UNI_service': 0.05555555555555555, 'UNI_great': 0.05555555555555555, 'UNI_food': 0.05555555555555555, 'UNI_even': 0.05555555555555555, 'UNI_better': 0.05555555555555555, 'UNI_atmosphere': 0.05555555555555555, 'UNI_laid': 0.05555555555555555, 'UNI_back': 0.05555555555555555, 'UNI_yet': 0.05555555555555555, 'UNI_classy': 0.05555555555555555, 'UNI_i': 0.05555555555555555, 'UNI_highly': 0.05555555555555555, 'UNI_recommend': 0.05555555555555555}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 6.578947368421052, 'liwc:positive': 1, 'UNI_the': 0.05263157894736842, 'UNI_alden': 0.013157894736842105, 'UNI_inn': 0.02631578947368421, 'UNI_wonderful': 0.02631578947368421, 'UNI_young': 0.013157894736842105, 'UNI_chef': 0.013157894736842105, 'UNI_super': 0.013157894736842105, 'UNI_job': 0.013157894736842105, 'UNI_traditional': 0.013157894736842105, 'UNI_food': 0.02631578947368421, 'UNI_rack': 0.013157894736842105, 'UNI_lamb': 0.013157894736842105, 'UNI_superb': 0.013157894736842105, 'UNI_bistro': 0.013157894736842105, 'UNI_one': 0.013157894736842105, 'UNI_eat': 0.013157894736842105, 'UNI_restaurant': 0.013157894736842105, 'UNI_tavern': 0.013157894736842105, 'UNI_order': 0.013157894736842105, 'UNI_either': 0.013157894736842105, 'UNI_menu': 0.02631578947368421, 'UNI_mix': 0.013157894736842105, 'UNI_match': 0.013157894736842105, 'UNI_even': 0.013157894736842105, 'UNI_presentation': 0.013157894736842105, 'UNI_lovely': 0.013157894736842105, 'UNI_service': 0.013157894736842105, 'UNI_friendly': 0.013157894736842105, 'UNI_attentive': 0.013157894736842105, 'UNI_a': 0.013157894736842105, 'UNI_nice': 0.013157894736842105, 'UNI_wine': 0.013157894736842105, 'UNI_list': 0.013157894736842105, 'UNI_four': 0.013157894736842105, 'UNI_beers': 0.013157894736842105, 'UNI_tap': 0.013157894736842105, 'UNI_provided': 0.013157894736842105, 'UNI_us': 0.013157894736842105, 'UNI_choices': 0.02631578947368421, 'UNI_needed': 0.013157894736842105, 'UNI_also': 0.013157894736842105, 'UNI_serves': 0.013157894736842105, 'UNI_breakfast': 0.013157894736842105, 'UNI_b': 0.02631578947368421, 'UNI_overnight': 0.013157894736842105, 'UNI_guests': 0.013157894736842105, 'UNI_select': 0.013157894736842105, 'UNI_five': 0.013157894736842105, 'UNI_six': 0.013157894736842105, 'UNI_stuffed': 0.013157894736842105, 'UNI_french': 0.013157894736842105, 'UNI_toast': 0.013157894736842105, 'UNI_great': 0.02631578947368421, 'UNI_we': 0.013157894736842105, 'UNI_go': 0.013157894736842105, 'UNI_back': 0.013157894736842105, 'UNI_stop': 0.013157894736842105, 'UNI_15': 0.013157894736842105, 'UNI_minutes': 0.013157894736842105, 'UNI_nh': 0.013157894736842105, 'UNI_rt': 0.013157894736842105, 'UNI_10': 0.013157894736842105, 'UNI_north': 0.013157894736842105, 'UNI_hanover': 0.013157894736842105, 'UNI_dartmouth': 0.013157894736842105, 'UNI_college': 0.013157894736842105}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_wonderful': 0.5, 'UNI_food': 0.25, 'UNI_service': 0.25}
positive  	{'Negative Emotion': 1.5625, 'Positive Emotion': 7.8125, 'liwc:positive': 1, 'UNI_i': 0.125, 'UNI_say': 0.015625, 'UNI_chili': 0.046875, 'UNI_fantastic': 0.015625, 'UNI_place': 0.015625, 'UNI_dine': 0.015625, 'UNI_the': 0.015625, 'UNI_food': 0.015625, 'UNI_magnificent': 0.015625, 'UNI_service': 0.03125, 'UNI_pleasant': 0.015625, 'UNI_they': 0.03125, 'UNI_best': 0.015625, 'UNI_tasting': 0.015625, 'UNI_chicken': 0.046875, 'UNI_strips': 0.03125, 'UNI_ever': 0.015625, 'UNI_tasted': 0.015625, 'UNI_fan': 0.015625, 'UNI_white': 0.015625, 'UNI_meat': 0.015625, 'UNI_crispers': 0.015625, 'UNI_juicy': 0.015625, 'UNI_tasty': 0.015625, 'UNI_unbelievable': 0.015625, 'UNI_every': 0.015625, 'UNI_time': 0.03125, 'UNI_get': 0.015625, 'UNI_paid': 0.015625, 'UNI_head': 0.015625, 'UNI_oh': 0.015625, 'UNI_yeah': 0.015625, 'UNI_mention': 0.015625, 'UNI_wonderful': 0.015625, 'UNI_there': 0.015625, 'UNI_never': 0.015625, 'UNI_came': 0.015625, 'UNI_across': 0.015625, 'UNI_rude': 0.015625, 'UNI_waiter': 0.015625, 'UNI_waitress': 0.015625, 'UNI_definitely': 0.015625, 'UNI_please': 0.015625, 'UNI_on': 0.015625, 'UNI_scale': 0.015625, 'UNI_1': 0.015625, 'UNI_10': 0.015625, 'UNI_give': 0.015625, 'UNI_11': 0.015625}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 8.333333333333334, 'liwc:positive': 1, 'UNI_the': 0.16666666666666666, 'UNI_atmosphere': 0.08333333333333333, 'UNI_casually': 0.08333333333333333, 'UNI_elegant': 0.08333333333333333, 'UNI_without': 0.08333333333333333, 'UNI_pretentious': 0.08333333333333333, 'UNI_food': 0.08333333333333333, 'UNI_obviously': 0.08333333333333333, 'UNI_fresh': 0.08333333333333333, 'UNI_cooked': 0.08333333333333333, 'UNI_perfection': 0.08333333333333333}
positive  	{'Negative Emotion': 3.5294117647058822, 'Positive Emotion': 2.3529411764705883, 'liwc:negative': 1, 'UNI_this': 0.011764705882352941, 'UNI_place': 0.03529411764705882, 'UNI_amazing': 0.011764705882352941, 'UNI_they': 0.023529411764705882, 'UNI_best': 0.011764705882352941, 'UNI_sushi': 0.058823529411764705, 'UNI_selection': 0.011764705882352941, 'UNI_i': 0.023529411764705882, 'UNI_found': 0.011764705882352941, 'UNI_chicago': 0.023529411764705882, 'UNI_alone': 0.023529411764705882, 'UNI_everything': 0.011764705882352941, 'UNI_made': 0.011764705882352941, 'UNI_fresh': 0.011764705882352941, 'UNI_many': 0.011764705882352941, 'UNI_people': 0.023529411764705882, 'UNI_making': 0.011764705882352941, 'UNI_food': 0.011764705882352941, 'UNI_right': 0.011764705882352941, 'UNI_replace': 0.011764705882352941, 'UNI_taken': 0.011764705882352941, 'UNI_besides': 0.011764705882352941, 'UNI_japanese': 0.011764705882352941, 'UNI_style': 0.011764705882352941, 'UNI_dishes': 0.011764705882352941, 'UNI_including': 0.011764705882352941, 'UNI_various': 0.023529411764705882, 'UNI_seafood': 0.011764705882352941, 'UNI_salads': 0.011764705882352941, 'UNI_fried': 0.011764705882352941, 'UNI_rice': 0.011764705882352941, 'UNI_styles': 0.011764705882352941, 'UNI_fish': 0.011764705882352941, 'UNI_crablegs': 0.011764705882352941, 'UNI_dinner': 0.023529411764705882, 'UNI_shrimp': 0.011764705882352941, 'UNI_whole': 0.011764705882352941, 'UNI_soup': 0.011764705882352941, 'UNI_desert': 0.011764705882352941, 'UNI_buffet': 0.011764705882352941, "UNI_n't": 0.011764705882352941, 'UNI_serve': 0.011764705882352941, 'UNI_5-6': 0.011764705882352941, 'UNI_types': 0.023529411764705882, 'UNI_either': 0.011764705882352941, 'UNI_there': 0.011764705882352941, 'UNI_must': 0.011764705882352941, 'UNI_20-25': 0.011764705882352941, 'UNI_one': 0.011764705882352941, 'UNI_time': 0.011764705882352941, 'UNI_highly': 0.011764705882352941, 'UNI_recommend': 0.011764705882352941, 'UNI_anyone': 0.011764705882352941, 'UNI_as': 0.011764705882352941, 'UNI_far': 0.011764705882352941, 'UNI_complaining': 0.011764705882352941, 'UNI_long': 0.011764705882352941, 'UNI_wait': 0.023529411764705882, 'UNI_times': 0.011764705882352941, 'UNI_probably': 0.011764705882352941, 'UNI_popular': 0.011764705882352941, 'UNI_schaumberg': 0.011764705882352941, 'UNI_it': 0.011764705882352941, 'UNI_also': 0.011764705882352941, 'UNI_woodfield': 0.011764705882352941, 'UNI_mall': 0.011764705882352941, 'UNI_busiest': 0.011764705882352941, 'UNI_shopping': 0.011764705882352941, 'UNI_the': 0.011764705882352941, 'UNI_worth': 0.011764705882352941}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 10.447761194029852, 'liwc:positive': 1, 'UNI_tunnicliff': 0.030303030303030304, 'UNI_tavern': 0.015151515151515152, 'UNI_existance': 0.015151515151515152, 'UNI_200': 0.015151515151515152, 'UNI_years': 0.015151515151515152, 'UNI_easy': 0.015151515151515152, 'UNI_see': 0.015151515151515152, 'UNI_located': 0.015151515151515152, 'UNI_right': 0.015151515151515152, 'UNI_across': 0.015151515151515152, 'UNI_street': 0.015151515151515152, 'UNI_dc': 0.015151515151515152, 'UNI_famous': 0.015151515151515152, 'UNI_eastern': 0.030303030303030304, 'UNI_market': 0.030303030303030304, 'UNI_offers': 0.015151515151515152, 'UNI_great': 0.045454545454545456, 'UNI_food': 0.015151515151515152, 'UNI_prices': 0.015151515151515152, 'UNI_specialize': 0.015151515151515152, 'UNI_excellent': 0.015151515151515152, 'UNI_cajun': 0.015151515151515152, 'UNI_dishes': 0.015151515151515152, 'UNI_on': 0.015151515151515152, 'UNI_warm': 0.015151515151515152, 'UNI_evenings': 0.015151515151515152, 'UNI_pleasant': 0.015151515151515152, 'UNI_take': 0.015151515151515152, 'UNI_advantage': 0.015151515151515152, 'UNI_outside': 0.015151515151515152, 'UNI_seating': 0.015151515151515152, 'UNI_weekends': 0.015151515151515152, 'UNI_open': 0.015151515151515152, 'UNI_one': 0.015151515151515152, 'UNI_meal': 0.015151515151515152, 'UNI_day': 0.015151515151515152, 'UNI_shopping': 0.015151515151515152, 'UNI_fresh': 0.015151515151515152, 'UNI_produce': 0.015151515151515152, 'UNI_loveable': 0.015151515151515152, 'UNI_flea-market': 0.015151515151515152, 'UNI_stuff': 0.015151515151515152, 'UNI_recently': 0.015151515151515152, 'UNI_remodeled': 0.015151515151515152, 'UNI_giving': 0.015151515151515152, 'UNI_place': 0.015151515151515152, 'UNI_shiny': 0.015151515151515152, 'UNI_new': 0.015151515151515152, 'UNI_look': 0.030303030303030304, 'UNI_replace': 0.015151515151515152, 'UNI_old': 0.015151515151515152, 'UNI_almost': 0.015151515151515152, 'UNI_decrepit': 0.015151515151515152, 'UNI_previously': 0.015151515151515152, 'UNI_for': 0.015151515151515152, 'UNI_love': 0.015151515151515152, 'UNI_things': 0.015151515151515152, 'UNI_sacred': 0.015151515151515152, 'UNI_try': 0.015151515151515152, 'UNI_gumbo': 0.015151515151515152}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 8.333333333333334, 'liwc:positive': 1, 'UNI_a': 0.010416666666666666, 'UNI_sleeper': 0.010416666666666666, 'UNI_restaurant': 0.010416666666666666, 'UNI_world': 0.020833333333333332, 'UNI_grill': 0.020833333333333332, 'UNI_offers': 0.010416666666666666, 'UNI_great': 0.010416666666666666, 'UNI_food': 0.010416666666666666, 'UNI_superb': 0.010416666666666666, 'UNI_personable': 0.010416666666666666, 'UNI_service': 0.010416666666666666, 'UNI_elegant': 0.010416666666666666, 'UNI_setting': 0.010416666666666666, 'UNI_with': 0.010416666666666666, 'UNI_choices': 0.010416666666666666, 'UNI_ranging': 0.010416666666666666, 'UNI_fresh': 0.020833333333333332, 'UNI_pasta': 0.010416666666666666, 'UNI_langostinos': 0.010416666666666666, 'UNI_sauteed': 0.010416666666666666, 'UNI_garlic': 0.010416666666666666, 'UNI_basil': 0.010416666666666666, 'UNI_personal': 0.010416666666666666, 'UNI_favorite': 0.010416666666666666, 'UNI_roast': 0.010416666666666666, 'UNI_duck': 0.010416666666666666, 'UNI_sweet': 0.010416666666666666, 'UNI_fig': 0.010416666666666666, 'UNI_sauce': 0.010416666666666666, 'UNI_served': 0.010416666666666666, 'UNI_red': 0.010416666666666666, 'UNI_cabbage': 0.010416666666666666, 'UNI_mashed': 0.010416666666666666, 'UNI_potatoes': 0.010416666666666666, 'UNI_platter': 0.010416666666666666, 'UNI_sampler': 0.010416666666666666, 'UNI_crab': 0.010416666666666666, 'UNI_cakes': 0.010416666666666666, 'UNI_gulf': 0.010416666666666666, 'UNI_shrimp': 0.010416666666666666, 'UNI_filet': 0.010416666666666666, 'UNI_mignon': 0.010416666666666666, 'UNI_something': 0.010416666666666666, 'UNI_everyone': 0.010416666666666666, 'UNI_the': 0.010416666666666666, 'UNI_menu': 0.010416666666666666, 'UNI_selections': 0.010416666666666666, 'UNI_vary': 0.010416666666666666, 'UNI_season': 0.010416666666666666, 'UNI_you': 0.020833333333333332, 'UNI_start': 0.010416666666666666, 'UNI_bread': 0.010416666666666666, 'UNI_strawberry': 0.010416666666666666, 'UNI_butter': 0.010416666666666666, 'UNI_be': 0.010416666666666666, 'UNI_sure': 0.020833333333333332, 'UNI_try': 0.020833333333333332, 'UNI_appetizers': 0.010416666666666666, 'UNI_leave': 0.020833333333333332, 'UNI_room': 0.010416666666666666, 'UNI_oversized': 0.010416666666666666, 'UNI_deserts': 0.010416666666666666, 'UNI_there': 0.010416666666666666, 'UNI_large': 0.010416666666666666, 'UNI_wine': 0.010416666666666666, 'UNI_selection': 0.010416666666666666, 'UNI_local': 0.010416666666666666, 'UNI_imports': 0.010416666666666666, 'UNI_well': 0.010416666666666666, 'UNI_treat': 0.010416666666666666, 'UNI_vodka': 0.010416666666666666, 'UNI_lovers': 0.010416666666666666, 'UNI_least': 0.010416666666666666, 'UNI_40': 0.010416666666666666, 'UNI_different': 0.010416666666666666, 'UNI_varieties': 0.010416666666666666, 'UNI_flavors': 0.010416666666666666, 'UNI_choose': 0.010416666666666666, 'UNI_definitely': 0.010416666666666666, 'UNI_worth': 0.010416666666666666, 'UNI_trip': 0.010416666666666666, 'UNI_wont': 0.010416666666666666, 'UNI_hungry': 0.010416666666666666, 'UNI_also': 0.010416666666666666, 'UNI_lunch': 0.010416666666666666, 'UNI_buffet': 0.010416666666666666, 'UNI_it': 0.010416666666666666, 'UNI_equally': 0.010416666666666666, 'UNI_good': 0.010416666666666666}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 13.636363636363637, 'liwc:positive': 1, 'UNI_very': 0.09090909090909091, 'UNI_nice': 0.045454545454545456, 'UNI_comfortable': 0.045454545454545456, 'UNI_decor': 0.045454545454545456, 'UNI_lighting': 0.045454545454545456, 'UNI_little': 0.045454545454545456, 'UNI_dim': 0.045454545454545456, 'UNI_excellent': 0.045454545454545456, 'UNI_knowledgeable': 0.045454545454545456, 'UNI_service': 0.045454545454545456, 'UNI_extensive': 0.045454545454545456, 'UNI_winelist': 0.045454545454545456, 'UNI_imaginative': 0.045454545454545456, 'UNI_dishes': 0.045454545454545456, 'UNI_presentation': 0.045454545454545456, 'UNI_good': 0.045454545454545456, 'UNI_coffee': 0.045454545454545456, 'UNI_rarity': 0.045454545454545456, 'UNI_even': 0.045454545454545456, 'UNI_best': 0.045454545454545456, 'UNI_restaurants': 0.045454545454545456}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 11.764705882352942, 'liwc:positive': 1, 'UNI_this': 0.11764705882352941, 'UNI_area': 0.11764705882352941, 'UNI_filled': 0.058823529411764705, 'UNI_run': 0.058823529411764705, 'UNI_mill': 0.058823529411764705, 'UNI_chains': 0.058823529411764705, 'UNI_restaurant': 0.058823529411764705, 'UNI_unique': 0.058823529411764705, 'UNI_one': 0.058823529411764705, 'UNI_kind': 0.058823529411764705, 'UNI_truly': 0.058823529411764705, 'UNI_superior': 0.058823529411764705, 'UNI_food': 0.058823529411764705, 'UNI_service': 0.058823529411764705, 'UNI_anything': 0.058823529411764705}
positive  	{'Negative Emotion': 3.7037037037037037, 'Positive Emotion': 9.25925925925926, 'liwc:positive': 1, 'UNI_outstanding': 0.037037037037037035, 'UNI_this': 0.018518518518518517, 'UNI_trip': 0.018518518518518517, 'UNI_ate': 0.018518518518518517, 'UNI_number': 0.018518518518518517, 'UNI_award': 0.018518518518518517, 'UNI_winning': 0.018518518518518517, 'UNI_establishments': 0.018518518518518517, 'UNI_islands': 0.037037037037037035, 'UNI_wife': 0.037037037037037035, 'UNI_i': 0.018518518518518517, 'UNI_absolutely': 0.018518518518518517, 'UNI_agree': 0.018518518518518517, 'UNI_easily': 0.018518518518518517, 'UNI_best': 0.037037037037037035, 'UNI_meal': 0.037037037037037035, 'UNI_two': 0.018518518518518517, 'UNI_week': 0.018518518518518517, 'UNI_visit': 0.018518518518518517, 'UNI_the': 0.018518518518518517, 'UNI_opakapaka': 0.018518518518518517, 'UNI_ahi': 0.018518518518518517, 'UNI_superbly': 0.018518518518518517, 'UNI_done': 0.018518518518518517, 'UNI_sauces': 0.018518518518518517, 'UNI_appetizer': 0.018518518518518517, 'UNI_well': 0.018518518518518517, 'UNI_prepared': 0.018518518518518517, 'UNI_interesting': 0.018518518518518517, 'UNI_palette': 0.018518518518518517, 'UNI_eye': 0.018518518518518517, 'UNI_wine': 0.018518518518518517, 'UNI_suggestion': 0.018518518518518517, 'UNI_perfectly': 0.018518518518518517, 'UNI_matched': 0.018518518518518517, 'UNI_compliment': 0.018518518518518517, 'UNI_entrees': 0.018518518518518517, 'UNI_never': 0.018518518518518517, 'UNI_doubt': 0.018518518518518517, 'UNI_mind': 0.018518518518518517, 'UNI_chocolate': 0.018518518518518517, 'UNI_souffle': 0.018518518518518517, 'UNI_do': 0.018518518518518517, 'UNI_miss': 0.018518518518518517, 'UNI_would': 0.018518518518518517, 'UNI_highly': 0.018518518518518517, 'UNI_recommend': 0.018518518518518517, 'UNI_return': 0.018518518518518517, 'UNI_anticipation': 0.018518518518518517}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 5.555555555555555, 'liwc:positive': 1, 'UNI_they': 0.1111111111111111, 'UNI_make': 0.05555555555555555, 'UNI_ceaser': 0.05555555555555555, 'UNI_salad': 0.05555555555555555, 'UNI_right': 0.05555555555555555, 'UNI_table': 0.05555555555555555, 'UNI_the': 0.1111111111111111, 'UNI_food': 0.05555555555555555, 'UNI_excellant': 0.05555555555555555, 'UNI_service': 0.05555555555555555, 'UNI_great': 0.05555555555555555, 'UNI_roving': 0.05555555555555555, 'UNI_guitar': 0.05555555555555555, 'UNI_player': 0.05555555555555555, 'UNI_excellent': 0.05555555555555555, 'UNI_restaurant': 0.05555555555555555}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_food': 0.1, 'UNI_excellent': 0.1, 'UNI_every': 0.1, 'UNI_chance': 0.1, 'UNI_get': 0.2, 'UNI_eat': 0.1, 'UNI_early': 0.1, 'UNI_always': 0.1, 'UNI_crowded': 0.1}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 18.51851851851852, 'liwc:positive': 1, 'UNI_the': 0.1111111111111111, 'UNI_pour': 0.037037037037037035, 'UNI_house': 0.037037037037037035, 'UNI_great': 0.1111111111111111, 'UNI_place': 0.07407407407407407, 'UNI_dine': 0.037037037037037035, 'UNI_prices': 0.037037037037037035, 'UNI_food': 0.037037037037037035, 'UNI_even': 0.037037037037037035, 'UNI_better': 0.037037037037037035, 'UNI_big': 0.037037037037037035, 'UNI_portions': 0.037037037037037035, 'UNI_kids': 0.037037037037037035, 'UNI_love': 0.037037037037037035, 'UNI_staff': 0.037037037037037035, 'UNI_a+': 0.037037037037037035, 'UNI_ps': 0.037037037037037035, 'UNI_reason': 0.037037037037037035, 'UNI_4': 0.037037037037037035, 'UNI_atmosphere': 0.037037037037037035, 'UNI_allow': 0.037037037037037035, 'UNI_smoking': 0.037037037037037035}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 8.108108108108109, 'liwc:positive': 1, 'UNI_this': 0.013513513513513514, 'UNI_restaurant': 0.013513513513513514, 'UNI_located': 0.013513513513513514, 'UNI_within': 0.013513513513513514, 'UNI_hilton': 0.013513513513513514, 'UNI_serves': 0.013513513513513514, 'UNI_european': 0.013513513513513514, 'UNI_cuisine': 0.013513513513513514, 'UNI_mediterranean': 0.013513513513513514, 'UNI_style': 0.013513513513513514, 'UNI_setting': 0.013513513513513514, 'UNI_a': 0.013513513513513514, 'UNI_friend': 0.02702702702702703, 'UNI_i': 0.06756756756756757, 'UNI_went': 0.013513513513513514, 'UNI_lunch': 0.013513513513513514, 'UNI_one': 0.013513513513513514, 'UNI_saturday': 0.013513513513513514, 'UNI_really': 0.013513513513513514, 'UNI_enjoyed': 0.013513513513513514, 'UNI_ordered': 0.02702702702702703, 'UNI_pan': 0.013513513513513514, 'UNI_roasted': 0.02702702702702703, 'UNI_mahi': 0.05405405405405406, 'UNI_oh': 0.013513513513513514, 'UNI_thing': 0.013513513513513514, 'UNI_better': 0.013513513513513514, 'UNI_excellent': 0.013513513513513514, 'UNI_delicious': 0.013513513513513514, 'UNI_shrimp': 0.013513513513513514, 'UNI_potato': 0.013513513513513514, 'UNI_hash': 0.013513513513513514, 'UNI_ginger': 0.013513513513513514, 'UNI_orange': 0.013513513513513514, 'UNI_nage': 0.013513513513513514, 'UNI_came': 0.013513513513513514, 'UNI_took': 0.013513513513513514, 'UNI_time': 0.013513513513513514, 'UNI_eating': 0.013513513513513514, 'UNI_could': 0.013513513513513514, 'UNI_savor': 0.013513513513513514, 'UNI_artistry': 0.013513513513513514, 'UNI_full': 0.013513513513513514, 'UNI_range': 0.013513513513513514, 'UNI_fresh': 0.013513513513513514, 'UNI_flavors': 0.013513513513513514, 'UNI_my': 0.013513513513513514, 'UNI_oven': 0.013513513513513514, 'UNI_pacific': 0.013513513513513514, 'UNI_halibut': 0.013513513513513514, 'UNI_described': 0.013513513513513514, 'UNI_perfection': 0.013513513513513514, 'UNI_our': 0.013513513513513514, 'UNI_hostess': 0.013513513513513514, 'UNI_dawn': 0.013513513513513514, 'UNI_rest': 0.013513513513513514, 'UNI_staff': 0.013513513513513514, 'UNI_attentive': 0.013513513513513514, 'UNI_yet': 0.013513513513513514, 'UNI_intrusive': 0.013513513513513514, 'UNI_looking': 0.013513513513513514, 'UNI_forward': 0.013513513513513514, 'UNI_next': 0.013513513513513514, 'UNI_visit': 0.013513513513513514}
